名詞,,サ変名詞,,形容動詞,,地名,,ナイ形容,,副詞可能,,感動詞,,動詞,,形容詞,,副詞,,名詞B,,動詞B,,形容詞B,,副詞B,,名詞C,,否定助動詞,,形容詞（非自立）,
相手方,7,お願い,6,ほんと,1,松戸,9,しょうが,1,時間,11,ほら,28,着く,8,悪い,2,バタバタ,1,うち,1,する,24,ない,7,もう,35,駅,5,ない,22,いい,1
社長,6,電話,6,大丈夫,1,目黒,2,申し訳,1,近く,5,うん,22,分かる,8,遅い,1,一度,1,ごめん,1,いう,2,いい,2,そう,13,先,4,,,,
秘書,6,携帯,2,無理,1,,,,,今,3,うーん,20,出来る,6,,,,,もうこ,1,くる,2,,,どう,4,家,1,,,,
待ち合わせ,4,ちょうだい,1,,,,,,,いま,2,ねえ,4,行く,5,,,,,もと,1,かねる,1,,,どっか,2,件,1,,,,
弁護士,4,会議,1,,,,,,,途中,1,もしもし,3,終わらす,4,,,,,,,からむ,1,,,ほんとに,2,,,,,,
会社,2,短縮,1,,,,,,,,,あっ,2,間に合う,3,,,,,,,こむ,1,,,ゆっくり,2,,,,,,
タクシー,1,,,,,,,,,,,あのー,2,言う,3,,,,,,,,,,,さも,1,,,,,,
身体,1,,,,,,,,,,,あれ,2,向かう,3,,,,,,,,,,,そろそろ,1,,,,,,
体調,1,,,,,,,,,,,えっ,2,訴える,3,,,,,,,,,,,ちょっと,1,,,,,,
都合,1,,,,,,,,,,,はい,2,待ち合わせる,3,,,,,,,,,,,どうしても,1,,,,,,
,,,,,,,,,,,,あー,1,怒る,3,,,,,,,,,,,なんと,1,,,,,,
,,,,,,,,,,,,ありがと,1,来る,3,,,,,,,,,,,もうすぐ,1,,,,,,
,,,,,,,,,,,,いやー,1,思う,2,,,,,,,,,,,やっぱり,1,,,,,,
,,,,,,,,,,,,ごめん,1,出る,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,ほんと,1,来れる,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,呼ぶ,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,行ける,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,合わせる,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,謝る,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,終わる,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,怒らす,1,,,,,,,,,,,,,,,,,,
